run_id,pattern_id,is_proximal,has_informal,cohesion_ave_all,cohesion_dept0,cohesion_dept1,dept_name_0,dept_name_1,output_score_1,output_score_2,output_score_ave,output_text_1,output_text_2,psych_ave_all,psych_dept0,psych_dept1,score_Q01,score_Q02,score_Q03,score_Q04,score_Q05,score_Q06,score_Q07,score_Q08,score_Q09,score_Q10,score_Q11,score_Q12,score_Q13,score_Q14,score_Q15,score_Q16,score_Q17,score_Q18,score_Q19,score_Q20,score_Q21,score_Q22,score_Q23
1,1,0,0,5.493370466039552,5.585128328745723,5.40161260333338,Superhero Game Planning,Slice of Life Game Planning,3.773598298412381,3.8206107727474823,3.797104535579932,"Title: Accidental Hero's Double Life
Concept: Everyday life has its heroes. Sometimes, it's you.
Website Product Description: Imagine living a completely normal life – paying bills, dealing with noisy neighbors, running errands – while secretly possessing incredible powers. In 'Accidental Hero's Double Life,' you'll experience the fascinating tension of balancing your everyday responsibilities with covert heroic deeds. This game isn't about saving the world with flashy explosions, but about finding courage in the small, personal moments. Make impactful choices in slice-of-life scenarios, where even a difficult neighbor might hide a secret mission. Your heroism unfolds in quiet acts, proving that monumental change can come from unexpected places. Dive into a deeply immersive story, connect with a character who mirrors your own daily challenges, and enjoy unique gameplay that blends relatable life simulation with thrilling, undercover heroism. Discover a fresh perspective on what it truly means to be a superhero – one where every day holds the potential for extraordinary impact.","Title: Whispers of Harmony
Concept: Your choices shape a world that trusts, doubts, and remembers.
Website Product Description: Step into a vibrant world where every interaction truly matters. ""Whispers of Harmony"" invites you to experience a unique slice of life, defined by a revolutionary Trust System that puts you at the heart of the story. This isn't just about simple choices; it’s about building genuine connections in a living, breathing community. Your actions, the words you choose, and even the subtle intentions others perceive will dynamically shape your relationships with every character and entire groups around you. Will your generosity foster strong alliances, or will your guarded nature breed suspicion? Experience the thrill of a world that authentically reacts, remembers your presence, and evolves based on your personal journey. Forge deep bonds, navigate intricate social dynamics, and witness how emergent stories manifest directly from the emotional currents you create. ""Whispers of Harmony"" offers a deeply engaging and reactive experience where your story is truly your own, filled with meaningful consequences and unforgettable moments.",5.212822830249088,5.238743960468474,5.186901700029705,4.928893107525271,5.108649077189788,4.968938542939024,5.459999766558537,5.522125921038104,4.941979097264188,5.6916363826225975,5.577798885727274,5.623053685696736,5.204749430312518,5.214084495332742,5.039935010358955,5.51893438172839,5.482397488718421,5.140091150537665,5.752931000408419,4.585993813487714,5.292399968556241,3.989042568730106,5.432834643392795,5.593469363749049,5.577163455573961,5.370014401442404
2,2,1,0,5.20749939740487,5.254076327318925,5.160922467490814,Superhero Game Planning,Slice of Life Game Planning,3.7881868786519566,3.7552145303671165,3.771700704509536,"Title: Beacon of Kindness: Everyday Heroes
Concept: Your kindness is your superpower.
Website Product Description: Step into a world where ordinary people achieve extraordinary things. ""Beacon of Kindness: Everyday Heroes"" invites you to play as a regular citizen discovering the incredible power of subtle strength and genuine compassion. Forget capes and laser eyes; your impact comes from everyday actions: a helping hand, a listening ear, clever problem-solving, or quiet perseverance in the face of adversity.

Every choice you make, no matter how small, sends ripples through your community. Witness how small acts of empathy can turn into powerful waves of change, brightening lives and inspiring hope. You'll build meaningful connections, overcome grounded challenges, and experience the profound satisfaction of making your corner of the world a better place. This is a game about the hero in all of us, proving that the greatest strength often lies in the kindest heart.","Title: Echoes in the Everyday
Concept: Discover serenity and subtle secrets in the heart of daily life.
Website Product Description: Step into a world of gentle charm and quiet discovery. In ""Echoes in the Everyday,"" you take on a unique role, perhaps as a thoughtful barista, connecting with the townsfolk through their daily routines. This isn't a game about grand challenges or overt victories; it's about the beauty of subtle interactions and the power of listening. As you go about your day, you'll uncover 'lost legacies' and 'subtle mysteries' hidden just beneath the surface of seemingly ordinary moments. Piece together whispered truths, nurture emotional bonds, and help restore a sense of balance to the lives around you. Experience a truly deep slice-of-life journey, where every quiet connection brings you closer to a profound understanding of yourself and your community.",5.106890805732209,5.108183085329488,5.105598526134929,4.826966787497654,5.01600462229186,5.010767316849335,5.23480471562911,5.255573119045721,4.985371620365159,5.483639058157327,5.440199958554237,5.481468393790132,4.987062479502419,5.129099156446903,5.167864719406635,5.3289843731445945,5.311137428287204,5.023185525626417,5.567962592524084,4.57762396874188,5.229356290794895,3.973853182256398,5.156278666857574,5.304935549178164,5.353136501326058,5.015646872257684
3,3,0,1,5.126141569076123,5.107208367549396,5.145074770602848,Superhero Game Planning,Slice of Life Game Planning,3.829550881801688,3.8144830978396014,3.822016989820645,"Title: Everyday Apex
Concept: Your world. Your courage. Your extraordinary story begins today.
Website Product Description:
Tired of impossible gods and caped crusaders saving the world? In Everyday Apex, *you* are the hero the city truly needs. Step into the shoes of an ordinary person – a barista, a student, a commuter – and discover the incredible power that lies within the mundane. Faced with relatable challenges, from a runaway pet to a sudden community crisis, your choices and actions unlock unique abilities not found in any comic book. Whether it's the power of persuasion to unite a divided neighborhood, an uncanny knack for problem-solving that stops a local disaster, or simply the unbreakable spirit to inspire those around you, your heroism will reshape the everyday. Experience a game where true strength comes from empathy, cleverness, and the courage to make a difference, proving that anyone can be extraordinary. This isn't about saving the universe; it's about saving *your* corner of it, one powerful, everyday act at a time.","Title: Stellar Threads
Concept: Weave your destiny with the stars and the hearts around you.
Website Product Description: Welcome to a world where your everyday life intertwines with the cosmic ballet above! In Stellar Threads, you'll discover a cozy community vibrant with unique characters, each with their own stories, dreams, and challenges. Forge deep friendships, navigate heartwarming community events, and even help resolve playful conflicts that arise in town. Your choices and actions don't just affect your personal journey; they send ripples through the entire community, shaping its very atmosphere. But there's more to this world than meets the eye: subtle celestial patterns and your own heartfelt emotions act as guiding forces. Witness how a rare star alignment can inspire profound empathy, bringing neighbors closer, or how your acts of kindness can manifest as charming magical occurrences around town. Build a life, cultivate your relationships, and experience how deeply human connections can be influenced by the gentle magic of the cosmos. Every bond you form, every decision you make, helps weave the unique, living tapestry of your world.",5.056580317364361,4.991274504993041,5.12188612973568,4.637706126931661,5.0614988515753145,4.817517839014178,5.121792070082124,5.252140002250416,4.953581341441702,5.545806056040156,5.507050151262119,5.579186421957638,4.780084073539691,5.094839997219806,4.876970168014898,5.3081582936512435,5.35792437086972,5.119249847490751,5.6998908288544845,4.18817488686362,5.215771911735837,3.957682791127477,4.864207692948696,5.319303707340003,5.255695340693653,5.065359535322139
4,4,1,1,5.533125150690095,5.497798381599859,5.568451919780333,Superhero Game Planning,Slice of Life Game Planning,3.6768673730239607,3.7550780378854074,3.715972705454684,"Title: Predictive Persona
Concept: Your Intuition. Their Destiny.
Website Product Description: Step into a superhero story where your mind is your greatest weapon. As a ""Predictive Persona,"" you wield extraordinary intuition, allowing you to sense hidden emotions, uncover secret motives, and foresee how people will react before they even speak. Forget brute force; your power lies in understanding the complex web of human connections and manipulating social dynamics. Every conversation is a puzzle, every relationship a key to shaping your world. Your choices, guided by your unique foresight, will profoundly alter the course of events, leading to powerful alliances or dangerous rivalries. Immerse yourself in a world where true heroism means mastering minds and forging destiny through empathy and insight. This is your chance to truly influence the future.","Title: Aetherhaven
Concept: Discover everyday magic and meaningful connections in a world waiting to be explored.
Website Product Description: Welcome to Aetherhaven, a unique slice-of-life adventure where the ordinary blossoms into something truly extraordinary. Immerse yourself in a vibrant world brimming with charming characters, subtle cosmic wonders like glowing Lumina-vines and shimmering astral-lilies, and a warm community eager to embrace you. Here, you'll cultivate your own cozy haven, build lasting friendships, and uncover gentle mysteries that unfold at your own pace, enriching your daily life.

Aetherhaven is meticulously crafted to offer moments of profound insight and heartfelt connection. As you navigate your days, from gardening under strange, beautiful skies to sharing laughter with a neighbor, the world's rich lore, your evolving relationships, and even the smallest sensory details will beautifully converge. These are the ""aha!"" moments where everything clicks into place – a sudden understanding, a deep emotional resonance, or the breathtaking realization of a hidden cosmic secret. Live a life filled with wonder, personal growth, and heartfelt stories that are uniquely yours, making every moment in Aetherhaven an unforgettable journey.",5.231987150985081,5.236100326538353,5.227873975431808,4.929564106119301,5.104831988899794,4.969970593242365,5.544390944808661,5.475977871193562,5.052505065754409,5.660033404582015,5.642701870690922,5.6596239676402025,5.199135600784473,5.201714487883308,5.012466848313886,5.57549013843304,5.487912434385216,5.136022946770443,5.7588534634755035,4.609570546395128,5.36498583932086,4.02200375002345,5.478632984735912,5.657839163545325,5.606707144881369,5.389321309597777
5,1,0,0,5.394206416431425,5.5399219663756245,5.248490866487225,Modern Setting Game Planning,Sports Game Planning,3.8283204270795856,3.881174384701913,3.8547474058907505,"Title: Harmonic Echoes
Concept: Witness the magic woven from connection and care.
Website Product Description: Imagine a modern city where your everyday acts of kindness and personal growth don't just feel good—they create actual magic. In Harmonic Echoes, every meaningful connection you forge, every small act of care, and every step of your personal journey subtly transforms the world around you. Help a neighbor, listen to a friend, or overcome a personal challenge, and watch as vibrant flora blossoms in unexpected places, a forgotten alley gleams with starlight, or a simple melody fills the air, echoing your positive impact. This living city isn't just a backdrop; it's a dynamic canvas that remembers your story, subtly changing and growing alongside you. Your actions weave a beautiful, heartwarming tapestry, making the ordinary truly fantastical.","Title: Victory & Vices
Concept: Win at Any Cost.
Website Product Description: Step into the arena where glory isn't just earned, it's gambled. ""Victory & Vices"" plunges you into a high-stakes competitive sports world where your athletic skill is only half the battle. Beyond the thrilling matches and breathtaking moves, you'll face difficult choices that challenge your integrity. Will you make morally ambiguous decisions to gain an advantage, or will you strive for victory with an unblemished record? Every choice, every temptation, can influence your team's performance, public perception, and even unlock unique abilities. Experience a sports game where strategic depth comes from managing not just your in-game performance, but also the subtle, persistent influence of personal motivations and consequences. Build your legacy, but beware: where there's victory, there are always vices.",5.152278445692454,5.209384220630841,5.095172670754069,4.81550319907974,4.993475978544216,4.832450195564895,5.380209244583715,5.429098237798975,4.92527443442058,5.644083676566539,5.6479726111856134,5.690531097453202,5.054559785169574,5.181472714715243,4.879211098188018,5.452351262635977,5.423290427757274,5.024411433052881,5.74278314111418,4.491739973679336,5.266103329870462,4.018768626776222,5.283610655368946,5.594014816449102,5.371394351620224,5.327805842287431
6,2,1,0,5.32205798469727,5.1680826394993655,5.476033329895174,Modern Setting Game Planning,Sports Game Planning,4.051427621174038,3.9180238132427387,3.984725717208389,"Title: Echoes of Eden
Concept: Unravel the secrets of a futuristic world where advanced AI powers everything, yet strange digital anomalies threaten to unravel society itself.
Website Product Description:
Welcome to a future where advanced AI seamlessly manages every aspect of life, from our smart homes to vast city networks. But an unsettling phenomenon has begun: mysterious digital ""echoes"" are causing bizarre glitches, strange behaviors in our AI companions, and critical systems to go awry. You and your friends are part of an elite task force, tasked with investigating these unfolding digital mysteries.

Dive into a richly detailed world where you’ll cooperate to understand the intricate web of AI that governs everything. Analyze strange patterns, run sophisticated simulations to predict AI behavior, and even communicate directly with sentient programs that may hold vital clues—or dangerous secrets. This isn’t just a puzzle; it's a living, breathing simulation where your teamwork and intellect are crucial. Can you uncover the truth behind these digital anomalies and restore harmony to a world teetering on the brink, before the very fabric of society unravels? Your choices will shape the future of humanity and its AI partners.","Title: Eco-Racer
Concept: Race for the future. Drive with purpose.
Website Product Description: Get ready for ""Eco-Racer,"" where the thrill of high-speed competition meets the challenge of ecological responsibility! Pilot innovative, eco-friendly vehicles across breathtaking, dynamic environments. Race through sun-drenched deserts, lush forest circuits, and futuristic clean cities, where every course uniquely reacts to your actions and driving style.

In ""Eco-Racer,"" you're not just aiming for the finish line; you're making a positive impact on the virtual world. Master strategic energy management, carefully choose your racing lines, and utilize regenerative braking to recapture power. Unleash temporary eco-boosts fueled by the environment as you compete against rivals in intense, adrenaline-pumping races.

Experience a powerful blend of fierce competition and a meaningful message, proving that peak performance and sustainability can go hand-in-hand. Customize your vehicles with unique eco-drivetrains and sustainable upgrades. Watch as your skillful, eco-conscious racing transforms the environment, leading to cleaner tracks and more vibrant ecosystems. This isn't just a game; it's a vision of competitive sport in a conscious world.",5.11818852892313,4.986937674834307,5.2494393830119535,4.803965176245826,5.063668999190282,4.7986192252001745,5.424296264960726,5.29001750782463,5.028750175310934,5.523431026447797,5.593818513219612,5.5734551034110655,5.028127086143253,5.150668191812081,4.976924525476995,5.483966152175653,5.375479217906979,5.09410959663385,5.637886538093534,4.24121803167739,5.16078532478594,3.996395393022752,5.176175989500438,5.448880915635816,5.446331658572084,5.216843375080742
7,3,0,1,5.4715426227409,5.427677931843864,5.515407313637935,Modern Setting Game Planning,Sports Game Planning,3.7682927272827986,3.85964366360698,3.8139681954448896,"Title: Echoes of the Unseen
Concept: Your world is listening. Your presence shapes its hidden heart.
Website Product Description: Imagine your everyday life… but not quite as you know it. In *Echoes of the Unseen*, the lines between reality and something more begin to subtly blur. Your smart devices might pick up unheard whispers, or reflections in mirrors show fleeting glimpses of what isn't truly there. These subtle, almost magical shifts aren't random; they are the whispers of a truly alive world, constantly reacting to you and your actions.

Every interaction, every choice you make, sends ripples through your surroundings. Witness communal spaces transform from cold and sterile to warm and inviting, simply through the bonds you forge with others. Hear the haunting 'echoes' of shared moments – a familiar melody, a crafting sound – resurface, deepening your emotional connection to the people and places around you. This isn't just a game; it's a living tapestry where every thread is woven by your journey. Experience a unique, responsive world where your legacy isn't just a story, but a tangible presence felt in every subtle shift and every resonant echo. Dive into a modern setting where the unseen influences the seen, and discover how profoundly your actions can reshape the very fabric of existence.","Title: Eco-Games: Genesis
Concept: Witness the ultimate natural spectacle!
Website Product Description: Welcome to the Eco-Games, a spectacular competition where the most extraordinary creatures on Earth clash in a series of breathtaking challenges! Command a team of unique champions: 'Elemental-powered' titans harness raw forces, 'Swift-wind' acrobats glide with unmatched speed, and other 'Spirit-bound' beings wield mysterious powers. Each creature brings special abilities to dynamic events, from thrilling races across wild landscapes to strategic duels in shifting environments. Your choices and their unique skills are key to mastering the diverse challenges. These aren't just tests of strength, but a celebration of nature's resilience. Navigate rich, interactive environments that respond to your creatures' actions, revealing a deeper connection to the living world. Experience truly unique competitive scenarios and strategic depth, making every match an unforgettable spectacle. Prepare for the ultimate display of ecological power and skill!",5.2301572496395226,5.203282332902744,5.2570321663763,5.011909810374671,5.051458043147784,5.0408559103688555,5.397036552198161,5.474359149341344,5.076330321715257,5.676217048483556,5.620824403285745,5.746582843862514,5.139039396157753,5.164109097318608,4.876156164846795,5.5384432013950615,5.485717608561719,5.151622635994601,5.778061680393153,4.759837182293223,5.327190070954542,4.057236622457575,5.328516224504299,5.627321412226264,5.560862903678045,5.3694699505549925
8,4,1,1,5.308323436847433,5.099406413173296,5.517240460521567,Modern Setting Game Planning,Sports Game Planning,3.913082961338252,3.8809845851559293,3.8970337732470903,"Title: Echoes of Yesteryear
Concept: Unravel digital whispers of a forgotten past, and shape the echoes of tomorrow.
Website Product Description: Step into a beautifully rendered modern world, seemingly pristine, yet humming with unsettling secrets. ""Echoes of Yesteryear"" invites you to become a digital detective, deciphering cryptic clues hidden within the modern web and forgotten data streams. You'll unravel age-old mysteries and urban legends that have bled into our contemporary reality, bridging the gap between historical whispers and present-day enigmas. Every decision you make is critical; your choices will not only shape your journey but also profoundly alter the future outcomes within this living, responsive world. Experience a unique blend of sleek digital exploration and deeply immersive storytelling, where complex puzzles and your own intuition guide you through a narrative that truly adapts to your impact. Uncover truths, forge your path, and discover how the past forever shapes tomorrow.","Title: Aetherbound Racers
Concept: Forge an intellectual bond. Master the track.
Website Product Description: Aetherbound Racers redefines high-speed competition by introducing an unprecedented bond between driver and machine. This isn't merely a vehicle; it's your sentient partner, an intelligent companion that evolves with you through every exhilarating race. Together, you'll delve into a world of dynamic challenges, where your partner provides real-time strategic advice, helping you navigate complex tracks and make crucial decisions on the fly. Experience deep, meaningful customization that feels like a true intellectual collaboration, shaping your ride to perfectly complement your shared strategy. Every victory will be a testament to your unique partnership, pushing you to think, adapt, and conquer as one. Get ready to forge an unbreakable bond and unlock new dimensions of racing strategy, where your connection to your machine is the ultimate key to triumph.",5.136952136339591,5.014278430950664,5.259625841728519,4.812898018142458,5.089088130400283,4.907161187722546,5.37195751018236,5.267276654658125,4.871701105090582,5.6146181427709365,5.633038325996564,5.5798061277556235,4.993833974934219,5.25917494252442,4.900326707360166,5.456169221056581,5.407137207489792,5.035919736636193,5.675177930207328,4.395408671034386,5.2770324828038735,4.054364513685791,5.1508123262514705,5.365412081924142,5.49406439918336,5.223004940030754
9,1,0,0,5.268348918660091,5.394244148623635,5.142453688696546,Fantasy Game Planning,Science Fiction Game Planning,3.971793730159936,3.6689727657787206,3.820383247969328,"Title: Sanctuary: A World's Rebirth
Concept: Saving the world was just the beginning. Now, heal its scars and witness its rebirth.
Website Product Description: You defeated the darkness, but victory came at a price. The world is scarred, its lands barren, its people weary. ""Sanctuary: A World's Rebirth"" challenges you to look beyond the epic battle and embrace the quiet heroism of restoration. Every decision you make, from nurturing scarce resources to fostering forgotten bonds, carries weight. Will your choices lead to regret, or will they spark new hope? Experience the profound satisfaction of truly healing a world. Watch as desolate landscapes burst with vibrant life, feel the ground beneath your feet come alive, and hear the harmonious sounds of nature returning. Your actions aren't just strategic; they are a deeply personal connection to a world yearning to be made whole again. Discover a unique blend of thoughtful management, emotional storytelling, and serene world-building. Shape the legacy of a new era, one bloom, one choice, one restored heart at a time.","Title: The Echo Gardener
Concept: Cultivate Your Past, Grow Your Future
Website Product Description: Step into ""The Echo Gardener,"" a deeply personal journey where you tend to forgotten memories and emotional landscapes. In a universe where echoes of the past linger, you are tasked with cultivating these profound remnants. Use your intuitive abilities to carefully observe the subtle energies of these living memoryscapes, adjusting your approach to nurture growth and connect with profound echoes. Bring balance and healing to fragmented thoughts and emotions, transforming what was lost into vibrant, blossoming reflections. This unique adventure allows you to actively shape your own or others' past experiences, offering a deeply resonant and cathartic experience. Discover the power to bring understanding and new life through the delicate art of emotional gardening, where every choice you make helps memories bloom again.",5.147569883026214,5.177137272366994,5.118002493685433,4.734983606154879,5.090900508163757,4.8952845098424405,5.330130457101855,5.274613713322318,4.980034767756671,5.598872105820734,5.573559022091165,5.6107570989735995,5.096611185265951,5.1461206360746905,5.11920394485516,5.481820705905276,5.288432339437821,5.0801678682623095,5.692617666047505,4.5699363798536705,5.170076403421289,4.069704859146958,5.0815799062629585,5.411986905312848,5.324130797112302,5.255698065952253
10,2,1,0,5.410998546324635,5.356312129416662,5.465684963232607,Fantasy Game Planning,Science Fiction Game Planning,3.9242574436040063,3.9336090095263883,3.9289332265651975,"Title: Echoes of Lumina: Threads of Restoration
Concept: Where forgotten memories bloom, destinies are woven anew.
Website Product Description: Step into a world shattered by forgotten history, where the very fabric of reality is frayed. As an Echo Weaver, you possess the unique ability to perceive and collect ""Lumina fragments"" – shimmering crystals that hold the emotional imprints of past events. These aren't just echoes; they are a tangible resource for healing the present. Immerse yourself in 'chronal echoes,' solving puzzles to relive pivotal moments and uncover the secrets of a broken world. You'll use the Lumina to mend devastated landscapes and nurture life back into existence, weaving forgotten narratives to restore balance. But every memory harvested, every thread rewoven, comes with ethical choices that will shape the future. Experience a deeply emotional adventure of empathy and catharsis, as you piece together a broken past to bring forth a vibrant, new destiny.","Title: Aetherium Drift
Concept: Forge your destiny across a universe that bends to your will and whispers your past.
Website Product Description: Embark on an unparalleled journey of discovery in Aetherium Drift, a groundbreaking science fiction adventure where the very fabric of reality is yours to command. Explore a vast, ever-changing cosmos where the laws of physics can be manipulated, leading to surprising challenges and emergent gameplay unique to your choices. Your deeply personal story unfolds not just around you, but within you, as you forge profound connections with diverse characters and your own crew against breathtaking alien backdrops. Dive into a quest of self-discovery and rediscovery, where every decision echoes across the stars, shaping your destiny and revealing humanity's place in an awe-inspiring, fluid universe. Your adventure is as unique as your own consciousness, making every playthrough an unforgettable exploration.",5.2004482891944654,5.172738320215315,5.228158258173615,4.848354921576937,5.135982266506417,4.989836797414758,5.445835430111123,5.460572448957332,5.041513548751111,5.585346958066373,5.613391891105833,5.627426177344062,5.139512560868774,5.179709032638427,5.099952792902043,5.523186234455721,5.4236918145230915,5.211866680916378,5.735187265470129,4.360358991883414,5.324716206033658,4.062075475169253,5.242929901479245,5.59199246337262,5.440341972066794,5.3687298483798775
